Year,City,Temperature_C
2002,Srinagar,-2.21
2002,Aurangabad,14.85
2002,Dhanbad,31.28
2002,Amritsar,19.68
2002,Navi Mumbai,37.71
2002,Howrah,35.59
2002,Gwalior,33.5
2002,Jabalpur,43.02
2002,Coimbatore,17.15
2002,Vijayawada,38.15
2002,Jodhpur,10.83
2002,Madurai,24.76
2002,Raipur,6.58
2002,Chandigarh,45.52
2002,Solapur,40.71
2003,New Delhi,18.16
2003,Chennai,33.43
2003,Kolkata,21.35
2003,Bengaluru,27.77
2003,Pune,19.72
2003,Ahmedabad,26.79
2003,Jaipur,7.96
2003,Surat,33.18
2003,Lucknow,38.97
2003,Nagpur,14.79
2003,Indore,33.93
2003,Thane,28.75
2003,Visakhapatnam,36.46
2003,Vadodara,19.4
2003,Ghaziabad,45.73
2003,Ludhiana,15.16
2003,Agra,16.96
2003,Nashik,25.6
2003,Faridabad,39.96
2003,Meerut,10.98
2003,Kalyan-Dombivli,20.44
2003,Varanasi,10.33
2003,Aurangabad,46.72
2003,Dhanbad,43.7
2003,Amritsar,40.45
2003,Navi Mumbai,28.8
2003,Prayagraj,40.07
2003,Howrah,24.25
2003,Gwalior,43.95
2003,Jabalpur,30.81
2003,Coimbatore,18.51
2003,Vijayawada,30.35
2003,Jodhpur,44.83
2003,Madurai,44.18
2003,Raipur,41.65
2003,Kota,20.44
2003,Guwahati,40.19
2003,Chandigarh,12.2
2003,Solapur,7.61
2003,Hubli-Dharwad,13.91
2003,Mysuru,32.25
2004,New Delhi,35.16
2004,Mumbai,34.44
2004,Chennai,30.18
2004,Kolkata,29.62
2004,Bengaluru,12.88
2004,Hyderabad,11.61
2004,Ahmedabad,7.27
2004,Jaipur,23.08
2004,Lucknow,17.52
2004,Kanpur,12.3
2004,Nagpur,30.47
2004,Indore,43.2
2004,Thane,33.03
2004,Bhopal,29.69
2004,Visakhapatnam,31.49
2004,Patna,22.88
2004,Ghaziabad,43.53
2004,Ludhiana,30.68
2004,Nashik,30.22
2004,Ranchi,38.23
2004,Rajkot,20.33
2004,Kalyan-Dombivli,35.07
2004,Vasai-Virar,20.29
2004,Varanasi,37.18
2004,Srinagar,25.95
2004,Aurangabad,21.38
2004,Dhanbad,32.67
2004,Prayagraj,15.74
2004,Jabalpur,5.46
2004,Jodhpur,6.7
2004,Madurai,35.92
2004,Raipur,43.13
2004,Kota,28.28
2004,Chandigarh,45.12
2004,Solapur,36.62
2004,Hubli-Dharwad,31.7
2004,Mysuru,27.37
2005,New Delhi,43.9
2005,Mumbai,21.94
2005,Kolkata,37.64
2005,Bengaluru,13.43
2005,Hyderabad,4.64
2005,Pune,32.35
2005,Ahmedabad,9.8
2005,Jaipur,28.52
2005,Surat,29.01
2005,Lucknow,21.9
2005,Indore,14.92
2005,Thane,25.27
2005,Bhopal,39.62
2005,Visakhapatnam,25.91
2005,Patna,12.92
2005,Ludhiana,28.13
2005,Agra,10.53
2005,Nashik,31.89
2005,Ranchi,40.53
2005,Faridabad,44.98
2005,Meerut,15.84
2005,Rajkot,5.61
2005,Kalyan-Dombivli,37.48
2005,Vasai-Virar,22.42
2005,Varanasi,16.96
2005,Srinagar,22.06
2005,Aurangabad,12.83
2005,Dhanbad,35.0
2005,Navi Mumbai,30.33
2005,Prayagraj,45.83
2005,Jabalpur,11.4
2005,Coimbatore,31.65
2005,Vijayawada,30.05
2005,Madurai,12.19
2005,Raipur,12.11
2005,Kota,9.24
2005,Guwahati,12.2
2005,Chandigarh,22.26
2005,Solapur,15.11
2005,Mysuru,27.93
2006,New Delhi,9.47
2006,Mumbai,29.13
2006,Chennai,29.27
2006,Kolkata,23.43
2006,Bengaluru,34.61
2006,Hyderabad,32.53
2006,Pune,34.35
2006,Ahmedabad,39.51
2006,Jaipur,45.07
2006,Surat,34.97
2006,Lucknow,43.0
2006,Nagpur,19.74
2006,Indore,15.4
2006,Thane,31.04
2006,Bhopal,26.04
2006,Visakhapatnam,23.34
2006,Patna,5.46
2006,Vadodara,40.4
2006,Ghaziabad,24.32
2006,Ludhiana,32.21
2006,Agra,33.18
2006,Nashik,13.96
2006,Vasai-Virar,27.48
2006,Varanasi,43.55
2006,Srinagar,4.62
2006,Navi Mumbai,32.11
2006,Howrah,26.35
2006,Gwalior,29.19
2006,Jabalpur,34.31
2006,Vijayawada,28.14
2006,Madurai,12.44
2006,Raipur,10.55
2006,Kota,6.76
2006,Chandigarh,34.93
2006,Hubli-Dharwad,26.08
2006,Mysuru,33.19
2007,New Delhi,32.42
2007,Mumbai,36.97
2007,Chennai,28.22
2007,Kolkata,22.05
2007,Bengaluru,21.04
2007,Hyderabad,12.25
2007,Pune,32.7
2007,Ahmedabad,21.9
2007,Jaipur,14.83
2007,Surat,21.56
2007,Lucknow,43.29
2007,Nagpur,10.91
2007,Indore,24.27
2007,Thane,26.37
2007,Bhopal,19.44
2007,Visakhapatnam,23.32
2007,Patna,18.76
2007,Vadodara,42.01
2007,Ghaziabad,24.78
2007,Ludhiana,18.31
2007,Agra,36.21
2007,Ranchi,43.04
2007,Meerut,46.42
2007,Rajkot,36.39
2007,Kalyan-Dombivli,30.09
2007,Srinagar,3.57
2007,Aurangabad,10.64
2007,Dhanbad,37.8
2007,Amritsar,29.39
2007,Navi Mumbai,27.78
2007,Prayagraj,27.97
2007,Howrah,35.1
2007,Gwalior,37.66
2007,Jabalpur,20.54
2007,Coimbatore,25.57
2007,Vijayawada,37.79
2007,Jodhpur,27.35
2007,Madurai,38.36
2007,Raipur,4.65
2007,Kota,41.13
2007,Guwahati,45.89
2007,Chandigarh,41.77
2007,Solapur,30.99
2007,Hubli-Dharwad,14.12
2007,Mysuru,29.23
2008,New Delhi,17.48
2008,Mumbai,37.27
2008,Chennai,20.16
2008,Bengaluru,23.26
2008,Hyderabad,31.56
2008,Pune,14.05
2008,Ahmedabad,20.71
2008,Lucknow,20.46
2008,Kanpur,40.36
2008,Nagpur,16.83
2008,Bhopal,31.64
2008,Visakhapatnam,30.24
2008,Vadodara,9.3
2008,Ghaziabad,21.78
2008,Agra,9.16
2008,Nashik,21.98
2008,Faridabad,41.43
2008,Meerut,29.01
2008,Rajkot,20.54
2008,Kalyan-Dombivli,26.5
2008,Vasai-Virar,29.86
2008,Srinagar,-1.28
2008,Amritsar,31.07
2008,Navi Mumbai,24.91
2008,Prayagraj,28.13
2008,Jabalpur,13.54
2008,Coimbatore,22.15
2008,Vijayawada,46.95
2008,Jodhpur,15.61
2008,Madurai,18.55
2008,Raipur,15.55
2008,Kota,24.27
2008,Guwahati,25.02
2008,Chandigarh,18.99
2008,Hubli-Dharwad,32.44
2008,Mysuru,18.76
2009,New Delhi,36.76
2009,Kolkata,25.47
2009,Bengaluru,27.01
2009,Hyderabad,26.43
2009,Pune,15.02
2009,Jaipur,27.61
2009,Surat,20.76
2009,Lucknow,20.25
2009,Kanpur,6.87
2009,Nagpur,45.22
2009,Indore,6.04
2009,Thane,25.23
2009,Bhopal,45.32
2009,Patna,23.83
2009,Agra,12.33
2009,Ranchi,7.03
2009,Faridabad,26.14
2009,Meerut,45.35
2009,Rajkot,8.34
2009,Kalyan-Dombivli,22.43
2009,Vasai-Virar,32.0
2009,Varanasi,44.19
2009,Srinagar,10.85
2009,Aurangabad,18.69
2009,Amritsar,8.81
2009,Navi Mumbai,28.49
2009,Prayagraj,15.59
2009,Howrah,27.86
2009,Jabalpur,8.01
2009,Coimbatore,27.77
2009,Jodhpur,9.88
2009,Madurai,28.1
2009,Raipur,39.08
2009,Chandigarh,32.74
2009,Solapur,28.99
2009,Hubli-Dharwad,30.32
2009,Mysuru,23.41
2010,Mumbai,28.98
2010,Chennai,28.74
2010,Hyderabad,32.87
2010,Pune,15.89
2010,Ahmedabad,22.82
2010,Jaipur,17.01
2010,Surat,34.29
2010,Lucknow,18.23
2010,Kanpur,27.08
2010,Nagpur,27.34
2010,Indore,16.85
2010,Bhopal,7.43
2010,Visakhapatnam,35.3
2010,Patna,31.14
2010,Ghaziabad,28.06
2010,Ludhiana,42.99
2010,Nashik,19.09
2010,Ranchi,45.74
2010,Faridabad,20.15
2010,Meerut,5.51
2010,Rajkot,18.46
2010,Kalyan-Dombivli,36.35
2010,Vasai-Virar,27.86
2010,Varanasi,20.57
2010,Aurangabad,7.02
2010,Navi Mumbai,25.32
2010,Prayagraj,20.55
2010,Howrah,23.27
2010,Jabalpur,14.5
2010,Coimbatore,17.78
2010,Vijayawada,43.02
2010,Madurai,26.34
2010,Raipur,39.33
2010,Guwahati,16.06
2010,Chandigarh,28.65
2010,Solapur,22.61
2010,Hubli-Dharwad,25.61
2010,Mysuru,21.98
2011,Mumbai,31.78
2011,Chennai,36.75
2011,Kolkata,24.7
2011,Bengaluru,12.22
2011,Hyderabad,30.05
2011,Pune,28.89
2011,Jaipur,44.44
2011,Surat,34.14
2011,Lucknow,45.15
2011,Kanpur,11.78
2011,Nagpur,32.2
2011,Thane,32.77
2011,Visakhapatnam,30.81
2011,Ghaziabad,10.53
2011,Ludhiana,21.23
2011,Agra,18.05
2011,Nashik,21.94
2011,Ranchi,23.42
2011,Faridabad,33.66
2011,Meerut,35.94
2011,Kalyan-Dombivli,23.74
2011,Vasai-Virar,25.26
2011,Varanasi,13.13
2011,Srinagar,6.48
2011,Aurangabad,9.88
2011,Dhanbad,8.03
2011,Amritsar,31.06
2011,Navi Mumbai,23.31
2011,Prayagraj,41.79
2011,Howrah,35.83
2011,Gwalior,35.94
2011,Jabalpur,37.49
2011,Coimbatore,24.1
2011,Vijayawada,36.05
2011,Jodhpur,38.12
2011,Madurai,32.26
2011,Raipur,36.26
2011,Kota,31.57
2011,Guwahati,19.28
2011,Chandigarh,9.02
2011,Solapur,9.15
2011,Hubli-Dharwad,19.51
2011,Mysuru,16.05
2012,New Delhi,10.58
2012,Mumbai,21.85
2012,Chennai,23.41
2012,Bengaluru,22.95
2012,Hyderabad,20.19
2012,Jaipur,15.12
2012,Surat,31.77
2012,Lucknow,32.0
2012,Kanpur,9.69
2012,Nagpur,25.6
2012,Indore,46.5
2012,Thane,27.13
2012,Bhopal,12.6
2012,Visakhapatnam,32.03
2012,Patna,6.79
2012,Ghaziabad,33.74
2012,Ludhiana,45.33
2012,Agra,27.14
2012,Nashik,22.33
2012,Ranchi,10.99
2012,Faridabad,39.47
2012,Rajkot,6.84
2012,Kalyan-Dombivli,21.4
2012,Vasai-Virar,21.94
2012,Varanasi,15.12
2012,Srinagar,1.79
2012,Aurangabad,39.29
2012,Dhanbad,27.21
2012,Navi Mumbai,36.13
2012,Prayagraj,33.75
2012,Howrah,36.19
2012,Gwalior,45.93
2012,Coimbatore,21.44
2012,Jodhpur,46.97
2012,Madurai,26.63
2012,Raipur,22.26
2012,Kota,14.27
2012,Solapur,40.7
2012,Hubli-Dharwad,12.27
2012,Mysuru,21.16
2013,New Delhi,30.16
2013,Mumbai,35.46
2013,Kolkata,20.5
2013,Bengaluru,20.63
2013,Hyderabad,14.34
2013,Ahmedabad,8.91
2013,Jaipur,15.67
2013,Surat,29.17
2013,Kanpur,14.6
2013,Nagpur,36.22
2013,Indore,13.51
2013,Thane,32.92
2013,Bhopal,9.69
2013,Patna,21.63
2013,Ghaziabad,30.12
2013,Ludhiana,32.88
2013,Agra,27.81
2013,Ranchi,27.82
2013,Faridabad,44.15
2013,Meerut,14.04
2013,Kalyan-Dombivli,20.93
2013,Varanasi,18.27
2013,Srinagar,7.54
2013,Dhanbad,7.75
2013,Amritsar,16.1
2013,Prayagraj,43.39
2013,Howrah,26.76
2013,Gwalior,25.28
2013,Jabalpur,34.27
2013,Coimbatore,23.42
2013,Jodhpur,25.08
2013,Madurai,9.04
2013,Raipur,21.91
2013,Kota,20.07
2013,Chandigarh,12.82
2013,Solapur,4.08
2013,Hubli-Dharwad,14.05
2014,New Delhi,23.89
2014,Mumbai,20.69
2014,Chennai,36.53
2014,Kolkata,27.38
2014,Bengaluru,13.73
2014,Hyderabad,10.27
2014,Pune,28.74
2014,Ahmedabad,7.23
2014,Jaipur,36.04
2014,Surat,25.75
2014,Lucknow,34.77
2014,Kanpur,25.2
2014,Nagpur,14.06
2014,Indore,46.58
2014,Thane,32.48
2014,Bhopal,21.0
2014,Visakhapatnam,29.73
2014,Patna,20.87
2014,Ghaziabad,21.24
2014,Ludhiana,28.56
2014,Agra,21.36
2014,Faridabad,32.21
2014,Meerut,15.97
2014,Rajkot,12.22
2014,Kalyan-Dombivli,35.58
2014,Vasai-Virar,24.59
2014,Varanasi,39.41
2014,Srinagar,26.16
2014,Aurangabad,30.17
2014,Dhanbad,18.86
2014,Amritsar,33.33
2014,Navi Mumbai,27.7
2014,Prayagraj,10.88
2014,Howrah,22.62
2014,Gwalior,43.69
2014,Jabalpur,11.17
2014,Vijayawada,11.73
2014,Jodhpur,46.13
2014,Madurai,18.51
2014,Raipur,32.17
2014,Kota,5.14
2014,Guwahati,43.89
2014,Chandigarh,42.38
2014,Mysuru,12.56
2015,New Delhi,34.67
2015,Bengaluru,25.65
2015,Hyderabad,6.7
2015,Pune,26.55
2015,Ahmedabad,12.67
2015,Jaipur,25.98
2015,Surat,22.44
2015,Lucknow,5.59
2015,Kanpur,28.64
2015,Nagpur,13.49
2015,Indore,36.33
2015,Thane,25.55
2015,Bhopal,11.77
2015,Patna,6.8
2015,Vadodara,39.42
2015,Ghaziabad,24.29
2015,Ludhiana,31.02
2015,Agra,19.13
2015,Nashik,22.59
2015,Ranchi,45.53
2015,Faridabad,5.42
2015,Meerut,8.36
2015,Kalyan-Dombivli,37.13
2015,Varanasi,20.38
2015,Srinagar,3.73
2015,Aurangabad,45.85
2015,Amritsar,25.9
2015,Navi Mumbai,37.4
2015,Prayagraj,38.3
2015,Gwalior,46.16
2015,Jabalpur,32.73
2015,Coimbatore,12.63
2015,Vijayawada,26.97
2015,Jodhpur,37.38
2015,Raipur,30.86
2015,Kota,4.74
2015,Guwahati,18.32
2015,Solapur,37.78
2016,Mumbai,24.27
2016,Chennai,24.76
2016,Kolkata,27.37
2016,Bengaluru,33.34
2016,Hyderabad,11.49
2016,Pune,29.33
2016,Ahmedabad,21.84
2016,Surat,22.01
2016,Lucknow,42.2
2016,Kanpur,8.54
2016,Nagpur,6.6
2016,Indore,12.37
2016,Bhopal,39.31
2016,Visakhapatnam,22.87
2016,Patna,4.36
2016,Ghaziabad,14.19
2016,Ludhiana,14.46
2016,Agra,14.85
2016,Nashik,31.41
2016,Faridabad,33.86
2016,Rajkot,35.02
2016,Kalyan-Dombivli,20.84
2016,Vasai-Virar,22.57
2016,Varanasi,35.61
2016,Srinagar,0.13
2016,Aurangabad,13.59
2016,Dhanbad,14.82
2016,Navi Mumbai,29.81
2016,Prayagraj,16.86
2016,Howrah,25.61
2016,Gwalior,16.99
2016,Jabalpur,24.1
2016,Coimbatore,33.89
2016,Vijayawada,43.98
2016,Jodhpur,31.07
2016,Madurai,10.12
2016,Raipur,11.01
2016,Guwahati,19.46
2016,Solapur,41.73
2016,Hubli-Dharwad,16.05
2017,New Delhi,42.14
2017,Mumbai,23.22
2017,Chennai,26.87
2017,Kolkata,36.65
2017,Bengaluru,13.57
2017,Pune,20.21
2017,Ahmedabad,37.93
2017,Lucknow,10.5
2017,Nagpur,23.81
2017,Indore,6.61
2017,Thane,21.13
2017,Bhopal,45.4
2017,Visakhapatnam,35.78
2017,Patna,19.88
2017,Ghaziabad,12.82
2017,Agra,14.02
2017,Nashik,32.26
2017,Ranchi,5.32
2017,Faridabad,22.18
2017,Meerut,44.41
2017,Rajkot,45.12
2017,Kalyan-Dombivli,26.25
2017,Vasai-Virar,36.6
2017,Varanasi,7.17
2017,Aurangabad,20.59
2017,Dhanbad,4.35
2017,Navi Mumbai,26.81
2017,Gwalior,14.3
2017,Jabalpur,41.74
2017,Coimbatore,24.64
2017,Vijayawada,10.62
2017,Jodhpur,16.88
2017,Madurai,8.11
2017,Raipur,41.38
2017,Kota,18.68
2017,Chandigarh,10.6
2017,Solapur,15.24
2017,Hubli-Dharwad,24.49
2017,Mysuru,22.52
2018,New Delhi,19.9
2018,Mumbai,28.81
2018,Chennai,23.17
2018,Kolkata,22.74
2018,Bengaluru,27.24
2018,Hyderabad,32.01
2018,Pune,21.86
2018,Ahmedabad,39.69
2018,Jaipur,46.93
2018,Lucknow,17.14
2018,Kanpur,25.74
2018,Nagpur,23.03
2018,Indore,23.01
2018,Thane,27.29
2018,Visakhapatnam,22.77
2018,Vadodara,9.19
2018,Ludhiana,15.57
2018,Agra,18.5
2018,Nashik,33.57
2018,Ranchi,38.33
2018,Meerut,34.94
2018,Rajkot,44.76
2018,Kalyan-Dombivli,35.62
2018,Vasai-Virar,34.59
2018,Varanasi,15.08
2018,Aurangabad,11.2
2018,Dhanbad,23.52
2018,Amritsar,4.97
2018,Navi Mumbai,32.71
2018,Prayagraj,25.49
2018,Howrah,24.43
2018,Gwalior,20.05
2018,Coimbatore,25.92
2018,Jodhpur,20.23
2018,Raipur,36.33
2018,Solapur,17.87
2018,Hubli-Dharwad,28.49
2018,Mysuru,29.7
2019,Mumbai,33.27
2019,Chennai,33.98
2019,Kolkata,32.09
2019,Bengaluru,12.82
2019,Hyderabad,8.6
2019,Pune,29.72
2019,Ahmedabad,32.62
2019,Jaipur,5.91
2019,Surat,20.72
2019,Lucknow,41.39
2019,Kanpur,13.15
2019,Indore,9.43
2019,Bhopal,35.78
2019,Visakhapatnam,32.6
2019,Patna,42.32
2019,Ghaziabad,40.02
2019,Ludhiana,9.75
2019,Agra,10.47
2019,Nashik,28.9
2019,Ranchi,28.12
2019,Meerut,39.53
2019,Rajkot,6.03
2019,Kalyan-Dombivli,32.51
2019,Vasai-Virar,32.39
2019,Srinagar,23.36
2019,Dhanbad,10.55
2019,Amritsar,24.24
2019,Navi Mumbai,32.08
2019,Prayagraj,31.17
2019,Coimbatore,25.71
2019,Vijayawada,14.97
2019,Jodhpur,41.25
2019,Madurai,38.13
2019,Raipur,18.91
2019,Kota,34.77
2019,Guwahati,14.66
2019,Chandigarh,29.97
2019,Hubli-Dharwad,34.75
2019,Mysuru,12.86
2020,Mumbai,23.16
2020,Chennai,31.44
2020,Bengaluru,28.96
2020,Hyderabad,17.55
2020,Pune,20.71
2020,Ahmedabad,22.38
2020,Jaipur,23.32
2020,Surat,22.7
2020,Lucknow,37.86
2020,Indore,19.38
2020,Thane,26.71
2020,Bhopal,31.11
2020,Patna,37.06
2020,Vadodara,34.36
2020,Ghaziabad,8.25
2020,Nashik,17.79
2020,Ranchi,10.2
2020,Faridabad,9.14
2020,Rajkot,35.52
2020,Kalyan-Dombivli,33.99
2020,Aurangabad,38.95
2020,Dhanbad,7.85
2020,Amritsar,38.31
2020,Navi Mumbai,35.74
2020,Prayagraj,20.21
2020,Howrah,24.58
2020,Gwalior,21.73
2020,Jabalpur,31.77
2020,Coimbatore,16.23
2020,Jodhpur,43.55
2020,Raipur,23.37
2020,Kota,28.06
2020,Guwahati,19.31
2020,Chandigarh,26.17
2020,Solapur,25.35
2020,Hubli-Dharwad,33.43
2021,Chennai,26.7
2021,Kolkata,25.55
2021,Jaipur,16.99
2021,Surat,20.84
2021,Kanpur,23.8
2021,Nagpur,17.51
2021,Indore,14.6
2021,Thane,31.25
2021,Bhopal,18.51
2021,Patna,12.47
2021,Ghaziabad,46.61
2021,Ludhiana,14.24
2021,Agra,37.19
2021,Nashik,18.57
2021,Ranchi,38.82
2021,Meerut,43.23
2021,Rajkot,14.15
2021,Kalyan-Dombivli,30.83
2021,Vasai-Virar,30.28
2021,Varanasi,34.03
2021,Srinagar,29.42
2021,Aurangabad,11.5
2021,Dhanbad,7.62
2021,Amritsar,44.69
2021,Navi Mumbai,26.31
2021,Prayagraj,41.07
2021,Howrah,32.2
2021,Gwalior,46.22
2021,Vijayawada,25.5
2021,Jodhpur,8.41
2021,Madurai,20.87
2021,Kota,37.24
2021,Guwahati,12.3
2021,Chandigarh,22.3
2021,Solapur,42.71
2021,Hubli-Dharwad,33.75
2021,Mysuru,25.21
2022,New Delhi,42.65
2022,Mumbai,27.06
2022,Chennai,33.92
2022,Kolkata,20.12
2022,Bengaluru,23.92
2022,Hyderabad,36.51
2022,Pune,33.39
2022,Ahmedabad,30.71
2022,Jaipur,26.35
2022,Surat,22.6
2022,Lucknow,39.53
2022,Kanpur,17.42
2022,Indore,22.8
2022,Thane,31.54
2022,Bhopal,10.97
2022,Visakhapatnam,21.78
2022,Vadodara,35.56
2022,Ghaziabad,39.63
2022,Agra,10.79
2022,Nashik,25.81
2022,Ranchi,10.8
2022,Faridabad,42.48
2022,Meerut,37.33
2022,Rajkot,42.68
2022,Kalyan-Dombivli,23.29
2022,Vasai-Virar,34.94
2022,Varanasi,37.92
2022,Srinagar,8.45
2022,Aurangabad,21.62
2022,Dhanbad,13.34
2022,Amritsar,7.39
2022,Navi Mumbai,24.5
2022,Gwalior,20.38
2022,Coimbatore,27.58
2022,Vijayawada,26.15
2022,Madurai,4.4
2022,Raipur,6.98
2022,Guwahati,7.64
2022,Chandigarh,36.03
2022,Solapur,20.96
2022,Hubli-Dharwad,28.93
2023,New Delhi,16.67
2023,Mumbai,27.87
2023,Kolkata,36.95
2023,Bengaluru,21.31
2023,Hyderabad,15.15
2023,Jaipur,34.83
2023,Surat,21.09
2023,Lucknow,27.9
2023,Kanpur,4.73
2023,Nagpur,32.56
2023,Indore,19.29
2023,Bhopal,39.46
2023,Visakhapatnam,30.26
2023,Patna,15.23
2023,Vadodara,19.64
2023,Ghaziabad,34.69
2023,Ludhiana,7.75
2023,Agra,24.16
2023,Nashik,14.03
2023,Ranchi,24.22
2023,Faridabad,36.69
2023,Meerut,23.14
2023,Rajkot,11.79
2023,Kalyan-Dombivli,29.52
2023,Vasai-Virar,21.06
2023,Srinagar,29.08
2023,Dhanbad,5.78
2023,Navi Mumbai,37.97
2023,Prayagraj,7.19
2023,Howrah,33.54
2023,Jabalpur,32.19
2023,Coimbatore,26.26
2023,Vijayawada,19.19
2023,Jodhpur,30.78
2023,Madurai,15.34
2023,Raipur,16.15
2023,Kota,45.1
2023,Guwahati,41.51
2023,Chandigarh,26.39
2023,Solapur,15.59
2023,Mysuru,16.98
2024,New Delhi,13.83
2024,Mumbai,20.29
2024,Chennai,22.16
2024,Kolkata,22.02
2024,Pune,18.81
2024,Ahmedabad,14.1
2024,Surat,24.07
2024,Kanpur,16.48
2024,Nagpur,9.22
2024,Indore,26.34
2024,Thane,35.56
2024,Bhopal,30.5
2024,Patna,27.49
2024,Vadodara,21.13
2024,Ghaziabad,19.82
2024,Ludhiana,13.41
2024,Nashik,20.22
2024,Ranchi,41.74
2024,Faridabad,7.14
2024,Rajkot,22.44
2024,Vasai-Virar,20.48
2024,Varanasi,46.86
2024,Srinagar,18.35
2024,Aurangabad,5.1
2024,Amritsar,46.28
2024,Navi Mumbai,27.45
2024,Gwalior,28.61
2024,Coimbatore,31.84
2024,Vijayawada,24.17
2024,Madurai,44.47
2024,Raipur,26.13
2024,Guwahati,37.95
2024,Solapur,43.94
2024,Hubli-Dharwad,30.65
2024,Mysuru,30.44
2025,New Delhi,8.17
2025,Mumbai,29.94
2025,Chennai,27.11
2025,Hyderabad,22.04
2025,Pune,28.28
2025,Jaipur,23.02
2025,Surat,36.93
2025,Kanpur,44.24
2025,Indore,12.06
2025,Thane,22.83
2025,Visakhapatnam,34.87
2025,Ghaziabad,12.63
2025,Ludhiana,38.65
2025,Agra,24.79
2025,Nashik,12.43
2025,Rajkot,27.63
2025,Kalyan-Dombivli,20.08
2025,Vasai-Virar,31.94
2025,Varanasi,33.13
2025,Srinagar,9.56
2025,Aurangabad,12.12
2025,Dhanbad,29.98
2025,Amritsar,26.06
2025,Navi Mumbai,37.14
2025,Prayagraj,44.97
2025,Howrah,27.19
2025,Gwalior,32.8
2025,Jabalpur,7.22
2025,Vijayawada,29.47
2025,Jodhpur,6.82
2025,Madurai,45.29
2025,Raipur,10.46
2025,Kota,6.15
2025,Guwahati,26.61
2025,Solapur,16.89
2025,Mysuru,13.07
